opportunity_id,customer_id,product_id,opportunity_name,stage,amount,probability,close_date,created_date,opportunity_type,region,sales_rep,lead_source,competitor
OPP-000342,CUST-000596,PROD-000011,Company X596 - Product K,Closed Lost,869454.79,81,2025-08-03,2025-03-29,New Business,North America,Rep_14,Partner,
OPP-000343,CUST-000060,PROD-000013,Company H60 - Product M,Closed Won,284323.26,67,2025-06-19,2025-04-30,New Business,EMEA,Rep_3,Sales,
OPP-000344,CUST-000301,PROD-000010,Company O301 - Product J,Qualification,335978.26,42,2023-06-30,2023-01-18,Cross-sell,EMEA,Rep_32,Sales,
OPP-000345,CUST-000908,PROD-000010,Company X908 - Product J,Closed Lost,573842.44,49,2023-08-09,2023-06-22,New Business,Latin America,Rep_20,Partner,
OPP-000346,CUST-000404,PROD-000002,Company N404 - Product B,Closed Won,733766.22,56,2025-07-06,2025-04-08,Cross-sell,North America,Rep_3,Web,Competitor B
OPP-000347,CUST-000639,PROD-000016,Company O639 - Product P,Qualification,592638.72,21,2024-12-09,2024-07-28,Renewal,North America,Rep_18,Sales,Competitor A
OPP-000348,CUST-000015,PROD-000016,Company O15 - Product P,Closed Won,338067.34,38,2025-06-20,2025-04-19,Renewal,Latin America,Rep_1,Web,Competitor A
OPP-000349,CUST-000145,PROD-000016,Company O145 - Product P,Closed Won,263289.03,75,2025-09-16,2025-04-07,Renewal,EMEA,Rep_16,Referral,
OPP-000350,CUST-000439,PROD-000018,Company W439 - Product R,Proposal,386197.87,94,2025-07-11,2025-05-04,Upsell,North America,Rep_43,Partner,
OPP-000351,CUST-000729,PROD-000015,Company A729 - Product O,Qualification,873911.23,30,2025-04-23,2024-11-10,Upsell,EMEA,Rep_3,Referral,Competitor A
OPP-000352,CUST-000220,PROD-000004,Company L220 - Product D,Prospecting,531672.91,29,2025-05-20,2025-02-17,Cross-sell,APAC,Rep_32,Sales,Competitor A
OPP-000353,CUST-000768,PROD-000018,Company N768 - Product R,Closed Won,519096.83,64,2024-09-06,2024-03-23,Cross-sell,North America,Rep_17,Web,
OPP-000354,CUST-000989,PROD-000010,Company A989 - Product J,Negotiation,642747.22,74,2025-08-20,2025-07-17,Renewal,EMEA,Rep_7,Partner,Competitor C
OPP-000355,CUST-000665,PROD-000010,Company O665 - Product J,Closed Won,226622.77,44,2025-07-10,2025-03-31,Cross-sell,EMEA,Rep_45,Referral,
OPP-000356,CUST-000968,PROD-000018,Company F968 - Product R,Qualification,88555.92,55,2024-02-28,2023-12-09,New Business,EMEA,Rep_6,Web,Competitor C
OPP-000357,CUST-000560,PROD-000007,Company N560 - Product G,Proposal,686842.28,100,2025-10-29,2025-07-07,Upsell,Latin America,Rep_34,Referral,
OPP-000358,CUST-000691,PROD-000013,Company O691 - Product M,Proposal,542074.55,68,2024-08-23,2024-05-15,New Business,EMEA,Rep_27,Marketing,Competitor C
OPP-000359,CUST-000305,PROD-000002,Company S305 - Product B,Closed Won,391913.99,30,2026-02-07,2025-09-21,Renewal,APAC,Rep_35,Partner,Competitor A
OPP-000360,CUST-000110,PROD-000001,Company F110 - Product A,Closed Lost,655394.58,88,2025-10-12,2025-05-09,Renewal,Latin America,Rep_9,Partner,Competitor C
OPP-000361,CUST-000002,PROD-000011,Company B2 - Product K,Proposal,616997.26,55,2023-12-07,2023-08-18,New Business,Latin America,Rep_33,Partner,
OPP-000362,CUST-000645,PROD-000002,Company U645 - Product B,Prospecting,615263.57,66,2024-04-28,2023-11-15,Renewal,Latin America,Rep_12,Sales,Competitor A
OPP-000363,CUST-000223,PROD-000014,Company O223 - Product N,Prospecting,570067.28,36,2025-11-20,2025-07-24,Upsell,APAC,Rep_9,Marketing,Competitor A
OPP-000364,CUST-000987,PROD-000014,Company Y987 - Product N,Qualification,838752.37,20,2024-06-02,2024-02-10,Renewal,EMEA,Rep_44,Sales,Competitor B
OPP-000365,CUST-000164,PROD-000008,Company H164 - Product H,Proposal,153137.67,77,2025-11-11,2025-08-02,Upsell,Latin America,Rep_21,Partner,
OPP-000366,CUST-000734,PROD-000018,Company F734 - Product R,Negotiation,387754.7,80,2023-08-02,2023-06-21,Cross-sell,North America,Rep_21,Web,Competitor A
OPP-000367,CUST-000964,PROD-000013,Company B964 - Product M,Prospecting,806419.74,74,2025-10-12,2025-09-04,Cross-sell,North America,Rep_20,Marketing,Competitor B
OPP-000368,CUST-000677,PROD-000018,Company A677 - Product R,Proposal,558013.29,19,2023-11-13,2023-07-21,Upsell,North America,Rep_19,Web,Competitor B
OPP-000369,CUST-000546,PROD-000007,Company Z546 - Product G,Closed Won,405140.6,72,2024-03-15,2024-01-19,Cross-sell,North America,Rep_19,Partner,Competitor C
OPP-000370,CUST-000885,PROD-000018,Company A885 - Product R,Negotiation,881943.67,54,2024-01-07,2023-10-07,Upsell,APAC,Rep_8,Web,Competitor A
OPP-000371,CUST-000663,PROD-000013,Company M663 - Product M,Negotiation,489710.18,44,2025-02-01,2024-09-21,Upsell,APAC,Rep_23,Web,Competitor B
OPP-000372,CUST-000422,PROD-000012,Company F422 - Product L,Closed Lost,339430.37,36,2023-06-30,2023-02-19,Cross-sell,APAC,Rep_12,Referral,
OPP-000373,CUST-000678,PROD-000018,Company B678 - Product R,Prospecting,603307.79,29,2023-08-18,2023-03-06,Cross-sell,North America,Rep_14,Web,
OPP-000374,CUST-000752,PROD-000009,Company X752 - Product I,Closed Lost,926231.89,29,2025-07-03,2025-01-26,Cross-sell,EMEA,Rep_40,Marketing,Competitor B
OPP-000375,CUST-000204,PROD-000016,Company V204 - Product P,Proposal,970151.48,93,2023-06-22,2023-03-29,Upsell,Latin America,Rep_17,Marketing,
OPP-000376,CUST-000972,PROD-000001,Company J972 - Product A,Proposal,876004.34,80,2024-06-13,2024-04-09,New Business,North America,Rep_3,Sales,
OPP-000377,CUST-000916,PROD-000005,Company F916 - Product E,Negotiation,267223.39,87,2023-11-07,2023-07-06,Renewal,EMEA,Rep_10,Web,
OPP-000378,CUST-000891,PROD-000009,Company G891 - Product I,Proposal,750904.41,10,2024-02-22,2023-10-01,New Business,Latin America,Rep_33,Web,Competitor C
OPP-000379,CUST-000342,PROD-000013,Company D342 - Product M,Closed Lost,783463.84,82,2023-09-17,2023-03-26,New Business,EMEA,Rep_13,Referral,
OPP-000380,CUST-000399,PROD-000011,Company I399 - Product K,Negotiation,488441.74,57,2023-04-24,2023-03-08,Upsell,APAC,Rep_9,Referral,Competitor C
OPP-000381,CUST-000519,PROD-000005,Company Y519 - Product E,Prospecting,795530.79,87,2024-01-14,2023-11-03,Cross-sell,APAC,Rep_25,Sales,Competitor A
OPP-000382,CUST-000619,PROD-000016,Company U619 - Product P,Proposal,623713.38,32,2024-08-25,2024-03-15,Upsell,EMEA,Rep_48,Referral,Competitor C
OPP-000383,CUST-000480,PROD-000018,Company L480 - Product R,Closed Won,481110.05,66,2025-04-01,2024-11-09,Renewal,North America,Rep_3,Partner,
OPP-000384,CUST-000815,PROD-000011,Company I815 - Product K,Proposal,586525.43,14,2025-08-09,2025-03-09,New Business,Latin America,Rep_47,Partner,Competitor C
OPP-000385,CUST-000928,PROD-000007,Company R928 - Product G,Closed Lost,616629.49,93,2024-01-29,2023-11-07,Cross-sell,EMEA,Rep_26,Sales,
OPP-000386,CUST-000833,PROD-000018,Company A833 - Product R,Negotiation,660670.28,23,2024-10-27,2024-07-03,Renewal,North America,Rep_16,Referral,Competitor B
OPP-000387,CUST-000507,PROD-000016,Company M507 - Product P,Qualification,728664.75,84,2025-12-07,2025-08-31,New Business,Latin America,Rep_43,Web,
OPP-000388,CUST-000472,PROD-000013,Company D472 - Product M,Closed Lost,248581.07,24,2025-12-23,2025-08-27,Upsell,APAC,Rep_31,Partner,
OPP-000389,CUST-000062,PROD-000014,Company J62 - Product N,Negotiation,133739.47,16,2024-05-31,2024-04-19,New Business,Latin America,Rep_1,Marketing,Competitor C
OPP-000390,CUST-000172,PROD-000006,Company P172 - Product F,Proposal,467720.22,39,2025-01-31,2024-10-20,Cross-sell,Latin America,Rep_21,Sales,Competitor A
OPP-000391,CUST-000913,PROD-000003,Company C913 - Product C,Closed Lost,269790.8,78,2025-09-18,2025-04-18,Upsell,APAC,Rep_4,Sales,Competitor C
OPP-000392,CUST-000223,PROD-000017,Company O223 - Product Q,Proposal,473615.44,74,2025-12-17,2025-08-23,Renewal,APAC,Rep_9,Partner,Competitor A
OPP-000393,CUST-000174,PROD-000001,Company R174 - Product A,Proposal,277659.86,91,2024-01-18,2023-08-17,Cross-sell,Latin America,Rep_11,Marketing,
OPP-000394,CUST-000562,PROD-000005,Company P562 - Product E,Proposal,876780.85,57,2024-11-26,2024-06-30,Upsell,APAC,Rep_23,Referral,Competitor C
OPP-000395,CUST-000030,PROD-000016,Company D30 - Product P,Qualification,862096.38,78,2023-10-06,2023-06-05,Cross-sell,North America,Rep_16,Partner,
OPP-000396,CUST-000855,PROD-000016,Company W855 - Product P,Closed Lost,752377.93,54,2023-06-22,2023-01-19,Cross-sell,APAC,Rep_47,Web,Competitor C
OPP-000397,CUST-000524,PROD-000004,Company D524 - Product D,Closed Won,106743.84,62,2025-12-19,2025-08-08,New Business,APAC,Rep_12,Sales,
OPP-000398,CUST-000623,PROD-000004,Company Y623 - Product D,Proposal,631789.14,25,2025-05-20,2025-03-02,Renewal,North America,Rep_10,Sales,Competitor B
OPP-000399,CUST-000209,PROD-000007,Company A209 - Product G,Closed Lost,738701.42,91,2023-11-22,2023-08-07,Renewal,Latin America,Rep_50,Marketing,Competitor C
OPP-000400,CUST-000229,PROD-000008,Company U229 - Product H,Negotiation,110744.37,61,2023-06-11,2023-01-19,New Business,North America,Rep_18,Partner,
OPP-000401,CUST-000158,PROD-000011,Company B158 - Product K,Closed Won,494248.39,98,2025-02-16,2024-11-16,Cross-sell,North America,Rep_28,Marketing,
OPP-000402,CUST-000397,PROD-000006,Company G397 - Product F,Closed Lost,326148.31,53,2024-02-02,2023-12-24,Upsell,APAC,Rep_34,Web,Competitor C
OPP-000403,CUST-000150,PROD-000002,Company T150 - Product B,Closed Lost,768917.39,14,2024-03-18,2024-01-17,Renewal,APAC,Rep_40,Marketing,Competitor B
OPP-000404,CUST-000080,PROD-000005,Company B80 - Product E,Negotiation,109765.22,19,2025-02-09,2024-09-15,Cross-sell,North America,Rep_23,Referral,Competitor A
OPP-000405,CUST-000254,PROD-000001,Company T254 - Product A,Prospecting,760398.71,66,2024-12-14,2024-11-05,Renewal,Latin America,Rep_15,Web,
OPP-000406,CUST-000998,PROD-000018,Company J998 - Product R,Closed Lost,277013.22,14,2025-08-22,2025-03-20,Renewal,APAC,Rep_46,Referral,Competitor B
OPP-000407,CUST-000440,PROD-000002,Company X440 - Product B,Closed Won,319475.07,97,2025-10-18,2025-08-24,Renewal,Latin America,Rep_29,Sales,Competitor A
OPP-000408,CUST-000680,PROD-000012,Company D680 - Product L,Proposal,582517.85,40,2025-07-26,2025-02-06,Renewal,Latin America,Rep_19,Web,
OPP-000409,CUST-000707,PROD-000010,Company E707 - Product J,Qualification,359411.18,35,2025-04-12,2024-11-24,Renewal,APAC,Rep_1,Sales,Competitor C
OPP-000410,CUST-000987,PROD-000005,Company Y987 - Product E,Closed Lost,797627.79,100,2025-11-30,2025-06-19,Renewal,EMEA,Rep_44,Marketing,
OPP-000411,CUST-000467,PROD-000013,Company Y467 - Product M,Negotiation,136806.26,78,2023-08-15,2023-03-01,Upsell,APAC,Rep_17,Partner,Competitor A
OPP-000412,CUST-000541,PROD-000008,Company U541 - Product H,Qualification,238179.09,54,2025-11-13,2025-09-17,Upsell,Latin America,Rep_9,Referral,Competitor A
OPP-000413,CUST-000366,PROD-000015,Company B366 - Product O,Proposal,197665.91,87,2023-08-14,2023-03-18,Cross-sell,EMEA,Rep_28,Sales,
OPP-000414,CUST-000697,PROD-000012,Company U697 - Product L,Proposal,975824.87,39,2025-03-01,2024-10-12,Renewal,APAC,Rep_3,Sales,Competitor C
OPP-000415,CUST-000023,PROD-000012,Company W23 - Product L,Closed Lost,774172.0,82,2024-09-18,2024-05-06,Renewal,EMEA,Rep_36,Marketing,Competitor C
OPP-000416,CUST-000077,PROD-000005,Company Y77 - Product E,Prospecting,204057.04,95,2024-07-18,2024-06-16,New Business,EMEA,Rep_14,Web,Competitor B
OPP-000417,CUST-000091,PROD-000004,Company M91 - Product D,Proposal,776437.61,65,2025-08-04,2025-04-03,Upsell,North America,Rep_20,Web,Competitor A
OPP-000418,CUST-000708,PROD-000004,Company F708 - Product D,Qualification,974566.33,53,2024-08-24,2024-06-09,Renewal,North America,Rep_1,Sales,
OPP-000419,CUST-000048,PROD-000003,Company V48 - Product C,Closed Won,946516.0,100,2025-05-26,2025-04-09,Upsell,EMEA,Rep_48,Referral,
OPP-000420,CUST-000860,PROD-000005,Company B860 - Product E,Negotiation,939584.59,23,2024-03-27,2024-02-04,Upsell,North America,Rep_30,Sales,Competitor B
OPP-000421,CUST-000991,PROD-000018,Company C991 - Product R,Qualification,84803.25,90,2025-06-06,2025-03-26,Cross-sell,APAC,Rep_5,Sales,
OPP-000422,CUST-000398,PROD-000009,Company H398 - Product I,Prospecting,589725.06,92,2023-09-11,2023-03-26,Upsell,Latin America,Rep_15,Partner,
OPP-000423,CUST-000936,PROD-000015,Company Z936 - Product O,Proposal,400371.29,50,2025-10-27,2025-06-04,Cross-sell,APAC,Rep_12,Partner,
OPP-000424,CUST-000369,PROD-000001,Company E369 - Product A,Proposal,703065.81,33,2025-11-27,2025-07-25,Cross-sell,North America,Rep_9,Partner,Competitor C
OPP-000425,CUST-000127,PROD-000009,Company W127 - Product I,Prospecting,118281.68,22,2026-01-17,2025-08-04,Cross-sell,Latin America,Rep_17,Marketing,Competitor B
OPP-000426,CUST-000181,PROD-000008,Company Y181 - Product H,Negotiation,195704.44,12,2024-05-22,2024-01-27,Upsell,Latin America,Rep_33,Marketing,Competitor B
OPP-000427,CUST-000755,PROD-000011,Company A755 - Product K,Closed Lost,647033.56,22,2024-10-12,2024-07-19,Renewal,North America,Rep_23,Web,
OPP-000428,CUST-000737,PROD-000002,Company I737 - Product B,Prospecting,541687.26,45,2024-04-10,2023-11-05,New Business,APAC,Rep_11,Partner,
OPP-000429,CUST-000265,PROD-000015,Company E265 - Product O,Qualification,174154.38,19,2025-02-21,2024-11-17,Upsell,APAC,Rep_30,Sales,Competitor B
OPP-000430,CUST-000122,PROD-000003,Company R122 - Product C,Proposal,975029.79,22,2024-01-25,2023-11-28,Upsell,APAC,Rep_41,Web,Competitor B
OPP-000431,CUST-000770,PROD-000003,Company P770 - Product C,Qualification,912304.09,11,2024-09-26,2024-07-08,New Business,Latin America,Rep_18,Referral,
OPP-000432,CUST-000079,PROD-000018,Company A79 - Product R,Negotiation,920932.92,69,2025-11-18,2025-06-18,New Business,APAC,Rep_13,Referral,Competitor A
OPP-000433,CUST-000644,PROD-000008,Company T644 - Product H,Closed Lost,668362.01,65,2024-05-03,2024-03-07,Upsell,Latin America,Rep_9,Web,
OPP-000434,CUST-000959,PROD-000006,Company W959 - Product F,Closed Lost,607663.13,10,2023-10-28,2023-05-28,Renewal,North America,Rep_30,Web,Competitor A
OPP-000435,CUST-000930,PROD-000013,Company T930 - Product M,Negotiation,193686.36,22,2025-03-19,2024-10-13,Upsell,Latin America,Rep_32,Marketing,Competitor C
OPP-000436,CUST-000315,PROD-000012,Company C315 - Product L,Closed Won,847099.91,60,2025-01-01,2024-07-12,New Business,Latin America,Rep_28,Partner,Competitor A
OPP-000437,CUST-000336,PROD-000002,Company X336 - Product B,Negotiation,815783.19,38,2024-07-08,2024-05-28,Upsell,Latin America,Rep_38,Sales,
OPP-000438,CUST-000970,PROD-000008,Company H970 - Product H,Proposal,657797.91,61,2025-08-18,2025-05-15,Renewal,North America,Rep_33,Web,Competitor C
OPP-000439,CUST-000776,PROD-000014,Company V776 - Product N,Closed Won,616745.64,61,2023-05-31,2023-04-22,Cross-sell,EMEA,Rep_34,Sales,
OPP-000440,CUST-000832,PROD-000004,Company Z832 - Product D,Prospecting,393034.64,42,2025-05-23,2024-11-29,New Business,North America,Rep_24,Referral,
OPP-000441,CUST-000455,PROD-000005,Company M455 - Product E,Prospecting,237173.38,26,2025-02-15,2024-10-22,New Business,APAC,Rep_33,Referral,
OPP-000442,CUST-000791,PROD-000007,Company K791 - Product G,Prospecting,132149.0,18,2025-04-04,2024-11-30,New Business,Latin America,Rep_1,Sales,
OPP-000443,CUST-000944,PROD-000001,Company H944 - Product A,Qualification,583781.4,69,2024-08-12,2024-07-11,Renewal,North America,Rep_45,Partner,Competitor B
OPP-000444,CUST-000980,PROD-000006,Company R980 - Product F,Proposal,923050.73,18,2023-08-02,2023-05-01,Renewal,EMEA,Rep_29,Sales,Competitor C
OPP-000445,CUST-000167,PROD-000009,Company K167 - Product I,Qualification,407513.82,10,2025-11-06,2025-09-02,Upsell,APAC,Rep_38,Marketing,
OPP-000446,CUST-000371,PROD-000013,Company G371 - Product M,Closed Lost,929930.02,13,2025-01-25,2024-08-08,Renewal,Latin America,Rep_7,Partner,Competitor C
OPP-000447,CUST-000752,PROD-000016,Company X752 - Product P,Prospecting,150148.91,87,2024-09-07,2024-06-10,Upsell,EMEA,Rep_40,Partner,
OPP-000448,CUST-000368,PROD-000016,Company D368 - Product P,Closed Won,829280.52,34,2023-10-15,2023-08-25,New Business,EMEA,Rep_49,Web,Competitor C
OPP-000449,CUST-000458,PROD-000011,Company P458 - Product K,Qualification,886535.61,51,2024-05-25,2024-04-04,Renewal,North America,Rep_29,Partner,Competitor C
OPP-000450,CUST-000223,PROD-000004,Company O223 - Product D,Proposal,383607.97,37,2025-11-24,2025-07-29,New Business,APAC,Rep_9,Marketing,Competitor B
OPP-000451,CUST-000950,PROD-000012,Company N950 - Product L,Prospecting,311215.61,21,2025-03-31,2025-01-22,Upsell,North America,Rep_28,Sales,Competitor A
OPP-000452,CUST-000675,PROD-000017,Company Y675 - Product Q,Proposal,373966.9,91,2025-02-03,2024-08-08,Renewal,APAC,Rep_29,Referral,
OPP-000453,CUST-000936,PROD-000008,Company Z936 - Product H,Qualification,345486.02,87,2023-06-08,2023-01-13,New Business,APAC,Rep_12,Web,
OPP-000454,CUST-000041,PROD-000011,Company O41 - Product K,Negotiation,702266.28,34,2023-05-02,2023-03-25,Cross-sell,APAC,Rep_7,Web,
OPP-000455,CUST-000775,PROD-000004,Company U775 - Product D,Prospecting,894319.2,48,2024-05-25,2024-04-07,Upsell,APAC,Rep_31,Partner,
OPP-000456,CUST-000325,PROD-000018,Company M325 - Product R,Proposal,102290.44,60,2023-04-09,2023-01-05,Upsell,APAC,Rep_13,Referral,
OPP-000457,CUST-000975,PROD-000016,Company M975 - Product P,Qualification,246677.12,59,2024-05-16,2023-11-25,Cross-sell,North America,Rep_42,Marketing,
OPP-000458,CUST-000153,PROD-000002,Company W153 - Product B,Negotiation,462930.04,95,2024-08-28,2024-04-09,New Business,APAC,Rep_34,Marketing,
OPP-000459,CUST-000946,PROD-000010,Company J946 - Product J,Qualification,317062.37,93,2024-04-11,2023-10-14,Renewal,EMEA,Rep_39,Sales,Competitor A
OPP-000460,CUST-000354,PROD-000013,Company P354 - Product M,Negotiation,762701.2,15,2025-01-12,2024-10-16,Upsell,Latin America,Rep_42,Sales,Competitor C
OPP-000461,CUST-000003,PROD-000001,Company C3 - Product A,Negotiation,750932.69,67,2024-12-10,2024-08-17,Renewal,EMEA,Rep_18,Partner,Competitor C
OPP-000462,CUST-000425,PROD-000011,Company I425 - Product K,Prospecting,309172.73,45,2023-10-13,2023-04-30,New Business,EMEA,Rep_12,Referral,Competitor C
OPP-000463,CUST-000178,PROD-000009,Company V178 - Product I,Negotiation,728108.17,37,2025-02-15,2024-12-18,New Business,Latin America,Rep_18,Partner,
OPP-000464,CUST-000967,PROD-000005,Company E967 - Product E,Proposal,846674.26,30,2023-06-23,2023-01-21,New Business,Latin America,Rep_30,Web,
OPP-000465,CUST-000997,PROD-000011,Company I997 - Product K,Closed Won,892090.43,56,2025-09-03,2025-03-09,Cross-sell,North America,Rep_1,Web,
OPP-000466,CUST-000219,PROD-000004,Company K219 - Product D,Prospecting,114134.31,16,2025-10-01,2025-05-01,Renewal,North America,Rep_36,Web,Competitor C
OPP-000467,CUST-000450,PROD-000013,Company H450 - Product M,Negotiation,368436.76,96,2025-10-18,2025-06-21,Renewal,Latin America,Rep_26,Partner,
OPP-000468,CUST-000582,PROD-000015,Company J582 - Product O,Closed Won,569621.64,68,2023-08-10,2023-06-03,Upsell,Latin America,Rep_22,Web,
OPP-000469,CUST-000509,PROD-000013,Company O509 - Product M,Proposal,511840.83,44,2023-09-09,2023-08-04,Upsell,EMEA,Rep_40,Referral,Competitor A
OPP-000470,CUST-000194,PROD-000013,Company L194 - Product M,Closed Won,265242.92,97,2025-01-20,2024-09-15,Cross-sell,EMEA,Rep_36,Web,Competitor A
OPP-000471,CUST-000944,PROD-000014,Company H944 - Product N,Negotiation,385166.54,85,2025-07-28,2025-05-13,Renewal,North America,Rep_45,Marketing,Competitor B
OPP-000472,CUST-000332,PROD-000007,Company T332 - Product G,Qualification,932173.12,80,2024-11-13,2024-06-15,New Business,EMEA,Rep_5,Referral,
OPP-000473,CUST-000771,PROD-000003,Company Q771 - Product C,Negotiation,891466.94,66,2025-10-26,2025-06-23,Renewal,APAC,Rep_39,Marketing,Competitor B
OPP-000474,CUST-000185,PROD-000015,Company C185 - Product O,Closed Won,894149.31,62,2024-10-11,2024-08-06,Renewal,APAC,Rep_43,Sales,
OPP-000475,CUST-000443,PROD-000004,Company A443 - Product D,Closed Won,191900.25,66,2024-06-10,2024-04-24,New Business,North America,Rep_31,Marketing,
OPP-000476,CUST-000315,PROD-000017,Company C315 - Product Q,Qualification,988472.43,25,2025-04-20,2025-02-16,Renewal,Latin America,Rep_28,Sales,Competitor B
OPP-000477,CUST-000812,PROD-000007,Company F812 - Product G,Prospecting,412797.96,93,2025-01-18,2024-11-07,Cross-sell,North America,Rep_31,Sales,Competitor B
OPP-000478,CUST-000062,PROD-000012,Company J62 - Product L,Qualification,687566.78,40,2023-10-08,2023-08-26,Upsell,Latin America,Rep_1,Sales,
OPP-000479,CUST-000501,PROD-000007,Company G501 - Product G,Qualification,259708.86,58,2024-09-30,2024-08-26,Renewal,Latin America,Rep_11,Marketing,
OPP-000480,CUST-000550,PROD-000006,Company D550 - Product F,Proposal,710640.77,97,2024-09-01,2024-08-02,Renewal,EMEA,Rep_46,Referral,Competitor C
OPP-000481,CUST-000076,PROD-000008,Company X76 - Product H,Qualification,198821.9,66,2025-04-17,2024-11-01,Renewal,North America,Rep_2,Partner,Competitor B
OPP-000482,CUST-000917,PROD-000007,Company G917 - Product G,Proposal,99440.52,74,2024-12-31,2024-09-05,Upsell,EMEA,Rep_28,Web,Competitor A
OPP-000483,CUST-000957,PROD-000015,Company U957 - Product O,Negotiation,862871.02,43,2023-05-08,2023-02-03,Cross-sell,Latin America,Rep_22,Partner,
OPP-000484,CUST-000220,PROD-000015,Company L220 - Product O,Proposal,252954.84,24,2024-10-30,2024-05-05,New Business,APAC,Rep_32,Partner,Competitor B
OPP-000485,CUST-000713,PROD-000018,Company K713 - Product R,Proposal,963454.69,28,2024-06-19,2024-01-06,New Business,EMEA,Rep_20,Partner,Competitor B
OPP-000486,CUST-000243,PROD-000018,Company I243 - Product R,Negotiation,416095.11,48,2025-11-26,2025-09-24,Cross-sell,North America,Rep_22,Partner,Competitor A
OPP-000487,CUST-000062,PROD-000017,Company J62 - Product Q,Closed Won,861043.44,64,2024-10-23,2024-05-06,Renewal,Latin America,Rep_1,Referral,
OPP-000488,CUST-000580,PROD-000005,Company H580 - Product E,Closed Lost,188621.99,39,2023-04-02,2023-01-29,Upsell,EMEA,Rep_36,Marketing,Competitor B
OPP-000489,CUST-000650,PROD-000002,Company Z650 - Product B,Prospecting,917882.64,14,2025-08-20,2025-06-28,Cross-sell,APAC,Rep_3,Referral,
OPP-000490,CUST-000291,PROD-000003,Company E291 - Product C,Negotiation,923278.61,85,2026-03-10,2025-09-14,Upsell,Latin America,Rep_35,Referral,
OPP-000491,CUST-000951,PROD-000002,Company O951 - Product B,Closed Won,778968.86,30,2025-01-11,2024-08-02,Renewal,APAC,Rep_21,Sales,Competitor A
OPP-000492,CUST-000925,PROD-000005,Company O925 - Product E,Qualification,807510.11,82,2024-01-15,2023-09-15,Renewal,Latin America,Rep_10,Sales,
OPP-000493,CUST-000716,PROD-000016,Company N716 - Product P,Prospecting,479150.56,95,2025-10-11,2025-04-17,Renewal,North America,Rep_39,Partner,Competitor C
OPP-000494,CUST-000041,PROD-000004,Company O41 - Product D,Negotiation,18258.55,34,2023-07-13,2023-04-28,New Business,APAC,Rep_7,Web,Competitor A
OPP-000495,CUST-000629,PROD-000012,Company E629 - Product L,Proposal,87795.08,15,2023-04-05,2023-01-20,Renewal,APAC,Rep_45,Partner,Competitor C
OPP-000496,CUST-000750,PROD-000009,Company V750 - Product I,Prospecting,158562.36,12,2025-02-07,2024-12-02,Upsell,Latin America,Rep_7,Marketing,Competitor A
OPP-000497,CUST-000474,PROD-000004,Company F474 - Product D,Negotiation,367243.79,56,2025-04-19,2025-01-10,New Business,EMEA,Rep_30,Web,Competitor C
OPP-000498,CUST-000460,PROD-000005,Company R460 - Product E,Negotiation,623318.84,94,2024-08-12,2024-06-26,New Business,North America,Rep_50,Partner,
OPP-000499,CUST-000254,PROD-000005,Company T254 - Product E,Qualification,875701.69,50,2024-04-04,2024-03-01,New Business,Latin America,Rep_15,Partner,Competitor B
OPP-000500,CUST-000786,PROD-000008,Company F786 - Product H,Closed Lost,683740.48,67,2024-05-24,2024-02-20,Cross-sell,North America,Rep_32,Sales,Competitor A
OPP-000501,CUST-000351,PROD-000008,Company M351 - Product H,Closed Lost,404260.57,71,2024-02-06,2023-08-24,Cross-sell,Latin America,Rep_6,Partner,
OPP-000502,CUST-000241,PROD-000015,Company G241 - Product O,Qualification,209646.56,83,2025-12-15,2025-08-12,Renewal,APAC,Rep_4,Sales,Competitor B
OPP-000503,CUST-000012,PROD-000013,Company L12 - Product M,Closed Won,224005.71,78,2025-01-07,2024-12-06,Renewal,EMEA,Rep_9,Marketing,Competitor A
OPP-000504,CUST-000886,PROD-000005,Company B886 - Product E,Proposal,342217.25,86,2025-08-12,2025-06-04,Upsell,Latin America,Rep_27,Sales,
OPP-000505,CUST-000746,PROD-000002,Company R746 - Product B,Prospecting,275212.19,94,2024-10-25,2024-05-12,Cross-sell,APAC,Rep_26,Referral,Competitor A
OPP-000506,CUST-000308,PROD-000011,Company V308 - Product K,Closed Lost,465700.36,22,2025-01-28,2024-09-27,New Business,APAC,Rep_26,Marketing,
OPP-000507,CUST-000485,PROD-000002,Company Q485 - Product B,Negotiation,613211.36,71,2024-05-20,2024-03-18,New Business,North America,Rep_17,Referral,Competitor B
OPP-000508,CUST-000349,PROD-000003,Company K349 - Product C,Prospecting,575742.71,15,2024-02-23,2023-12-25,Upsell,EMEA,Rep_29,Referral,Competitor C
OPP-000509,CUST-000271,PROD-000016,Company K271 - Product P,Qualification,234576.26,29,2023-10-31,2023-05-10,Renewal,North America,Rep_33,Marketing,Competitor C
OPP-000510,CUST-000093,PROD-000009,Company O93 - Product I,Closed Lost,852486.68,71,2025-02-07,2024-08-12,Cross-sell,North America,Rep_22,Referral,Competitor B
OPP-000511,CUST-000799,PROD-000008,Company S799 - Product H,Prospecting,350234.3,90,2025-01-02,2024-08-30,Cross-sell,EMEA,Rep_10,Marketing,Competitor A
OPP-000512,CUST-000382,PROD-000010,Company R382 - Product J,Qualification,804051.56,92,2024-08-05,2024-03-15,New Business,APAC,Rep_14,Partner,
